id,r
ISIC_0029591,1.673491921877816
ISIC_0071040,1.6226203917073838
ISIC_0033925,1.515751750449708
ISIC_7462953,1.504302984171834
ISIC_0061643,1.471223655307976
ISIC_0010061,1.430944182198795
ISIC_0062575,1.4186114653615336
ISIC_5762714,1.4069499694900653
ISIC_8931948,1.3964626808478147
ISIC_4957216,1.3909943707815695
ISIC_0014703,1.3737541909442872
ISIC_5415749,1.3707588754172437
ISIC_0014985,1.3635395194260471
ISIC_0011862,1.3523749077298342
ISIC_0000301,1.347437528119398
ISIC_0028929,1.3440972506222262
ISIC_0403458,1.340499862860749
ISIC_0032624,1.3292171417204242
ISIC_0066053,1.3228394433472166
ISIC_0027832,1.3209270086396396
ISIC_0011404,1.3153848428217543
ISIC_0059440,1.3097417615593125
ISIC_0046449,1.3010320655737864
ISIC_0010775,1.2999068199718786
ISIC_0345607,1.2935494530996356
ISIC_0067597,1.292388686178156
ISIC_4404772,1.288059934244734
ISIC_0067339,1.283937507625149
ISIC_9214649,1.2814411673439514
ISIC_0064406,1.2701965618547955
ISIC_0030820,1.2657087560718194
ISIC_0034304,1.2636117787009131
ISIC_0065823,1.2633395069968136
ISIC_1348843,1.2612911167599465
ISIC_0059943,1.2605045249823938
ISIC_0024962,1.2596343070479363
ISIC_0032492,1.2560244748430651
ISIC_0000519,1.255292394146746
ISIC_0000401,1.25401400213382
ISIC_0030119,1.252987012554366
ISIC_7564545,1.246222437087708
ISIC_0032372,1.2432450774676627
ISIC_2554114,1.2400759620859656
ISIC_0028567,1.238962160794407
ISIC_0057009,1.2359216140992397
ISIC_0054134,1.2310091741082507
ISIC_0031543,1.230421645121712
ISIC_0064120,1.2219899545129878
ISIC_0015115,1.2188716342706887
ISIC_0071434,1.212891513495175
ISIC_0025800,1.2117880102671665
ISIC_3738751,1.2108131599170557
ISIC_0000292,1.2064830810812117
ISIC_0013565,1.2055645594076951
ISIC_0060091,1.2045886127509942
ISIC_0055675,1.2022618162600283
ISIC_0062204,1.2016007074705541
ISIC_6517082,1.2015451970110045
ISIC_0011517,1.1979872435058494
ISIC_0026272,1.19609016159536
ISIC_0029744,1.1941465396456725
ISIC_0025458,1.1935171934471047
ISIC_0063164,1.1906759519932955
ISIC_0071367,1.189379260802249
ISIC_0011693,1.1855491192015783
ISIC_0011350,1.1840058954860255
ISIC_0059897,1.1828361206839024
ISIC_9482039,1.1805875589685737
ISIC_0031077,1.1797025060758297
ISIC_9263990,1.1793672018757155
ISIC_1241817,1.1780933870332384
ISIC_0054021,1.1779291514855486
ISIC_0062313,1.1737261627898294
ISIC_0032782,1.166707143250381
ISIC_0010923,1.1646514596368172
ISIC_0063988,1.161024843707883
ISIC_0070163,1.1595982651015802
ISIC_0065774,1.155884563634512
ISIC_0027190,1.1551592249773444
ISIC_0033692,1.1545489163526481
ISIC_0064023,1.1475468284731198
ISIC_5564757,1.147122898118489
ISIC_8064866,1.1433468813705003
ISIC_0028297,1.1400422675171105
ISIC_0028412,1.1379296160919141
ISIC_0011702,1.1368436263923
ISIC_0013618,1.1360951960455072
ISIC_3188062,1.134261681445569
ISIC_0064986,1.1340057572900843
ISIC_0011665,1.1323570102505092
ISIC_0011757,1.1308953902869368
ISIC_0000484,1.130413228401526
ISIC_0056723,1.128180313870501
ISIC_0033713,1.1281355305669332
ISIC_5307210,1.1256361584748311
ISIC_0012066,1.1241006252508259
ISIC_4834687,1.122384734287655
ISIC_0000303,1.1220899644450353
ISIC_0067873,1.1220072568186361
ISIC_0059216,1.1217840125873835
ISIC_0027590,1.1177426964086363
ISIC_0065521,1.1170949672620025
ISIC_0014308,1.1168624856358136
ISIC_0029118,1.113987267433501
ISIC_5258657,1.113609165542685
ISIC_0011930,1.1119686908072932
ISIC_0010503,1.1088086300023168
ISIC_0055931,1.1078058296896718
ISIC_0000179,1.1075631056822364
ISIC_9955163,1.107543817587789
ISIC_0071834,1.1053427881344915
ISIC_6973257,1.104755761635538
ISIC_0026559,1.1032481930031484
ISIC_0009931,1.1031728206315885
ISIC_0001112,1.1029592127453205
ISIC_0062161,1.102914124104821
ISIC_0060817,1.1017522254465364
ISIC_0030929,1.1016306426185531
ISIC_0009879,1.0994476835716331
