id,r
ISIC_8176449,0.9424617557624182
ISIC_5323725,0.8568698943673096
ISIC_0065807,0.8192171005485803
ISIC_0060972,0.8052437186264235
ISIC_0027620,0.7886438004915279
ISIC_8866651,0.7837135508650122
ISIC_0011702,0.7744958179875612
ISIC_0030889,0.7744958179875612
ISIC_0066740,0.7744958179875612
ISIC_5737704,0.7601356722251008
ISIC_5536710,0.7538746454858829
ISIC_0026089,0.7523064514622443
ISIC_0069638,0.7519433035142346
ISIC_7895093,0.73069886489976
ISIC_0013639,0.6999637456149875
ISIC_0010162,0.6658368523835998
ISIC_0031545,0.6592903459487859
ISIC_3985031,0.653531424430157
ISIC_0058837,0.6417544512564897
ISIC_0071536,0.6417544512564897
ISIC_5233769,0.6417544512564897
ISIC_0029575,0.6393166858339707
ISIC_0000463,0.6384708855097558
ISIC_0065537,0.6384708855097558
ISIC_0032823,0.63613840532229
ISIC_0953317,0.63613840532229
ISIC_5410481,0.6309327891215183
ISIC_0067601,0.6249001035557307
ISIC_4347535,0.6242190775478045
ISIC_0064095,0.6216270806935608
ISIC_3992223,0.61889452250522
ISIC_9203914,0.6184222663446244
ISIC_0061583,0.6179150869773979
ISIC_0011114,0.6047052554497201
ISIC_0011930,0.6047052554497201
ISIC_0013316,0.6047052554497201
ISIC_0024792,0.6047052554497201
ISIC_0027072,0.6047052554497201
ISIC_0055820,0.6047052554497201
ISIC_0066784,0.6047052554497201
ISIC_0207268,0.6047052554497201
ISIC_3181394,0.6047052554497201
ISIC_9462738,0.6047052554497201
ISIC_3981425,0.6007377703188846
ISIC_0031295,0.5981040042072173
ISIC_7045042,0.5970576295436402
ISIC_0000523,0.5866553014080463
ISIC_0010283,0.5866553014080463
ISIC_0011398,0.5866553014080463
ISIC_0011757,0.5866553014080463
ISIC_0014703,0.5866553014080463
ISIC_0026559,0.5866553014080463
ISIC_0027022,0.5866553014080463
ISIC_0030492,0.5866553014080463
ISIC_0032875,0.5866553014080463
ISIC_0032914,0.5866553014080463
ISIC_0032938,0.5866553014080463
ISIC_0033518,0.5866553014080463
ISIC_0033771,0.5866553014080463
ISIC_0047004,0.5866553014080463
ISIC_0053841,0.5866553014080463
ISIC_0054021,0.5866553014080463
ISIC_0055404,0.5866553014080463
ISIC_0055412,0.5866553014080463
ISIC_0056771,0.5866553014080463
ISIC_0056979,0.5866553014080463
ISIC_0058649,0.5866553014080463
ISIC_0062935,0.5866553014080463
ISIC_0064270,0.5866553014080463
ISIC_0066033,0.5866553014080463
ISIC_0067614,0.5866553014080463
ISIC_0069192,0.5866553014080463
ISIC_0070435,0.5866553014080463
ISIC_0071069,0.5866553014080463
ISIC_0072612,0.5866553014080463
ISIC_1776777,0.5866553014080463
ISIC_2554114,0.5866553014080463
ISIC_3428523,0.5866553014080463
ISIC_4086323,0.5866553014080463
ISIC_4974868,0.5866553014080463
ISIC_6125358,0.5866553014080463
ISIC_7364041,0.5866553014080463
ISIC_8543040,0.5866553014080463
ISIC_9786863,0.5866553014080463
ISIC_0000401,0.5815569108431649
ISIC_0059368,0.568725558323529
ISIC_3994656,0.568725558323529
ISIC_0000030,0.5684426634792683
ISIC_0000507,0.5684426634792683
ISIC_0024779,0.5684426634792683
ISIC_0024967,0.5684426634792683
ISIC_0025267,0.5684426634792683
ISIC_0025573,0.5684426634792683
ISIC_0026500,0.5684426634792683
ISIC_0029000,0.5684426634792683
ISIC_0032522,0.5684426634792683
ISIC_0056983,0.5684426634792683
ISIC_0061029,0.5684426634792683
ISIC_2714907,0.5684426634792683
ISIC_7820005,0.5684426634792683
ISIC_8222254,0.5684426634792683
ISIC_8869929,0.5684426634792683
ISIC_0012887,0.5661525321094016
ISIC_0054671,0.5661525321094016
ISIC_0010046,0.5592058441641147
ISIC_0030852,0.5554370509209426
ISIC_0033813,0.5516198888030002
ISIC_3395488,0.5515902082649093
ISIC_0011136,0.5491121927048022
ISIC_0055367,0.5491121927048022
ISIC_9141817,0.5491121927048022
ISIC_0015411,0.5477970578223447
ISIC_0024298,0.5477970578223447
ISIC_0067804,0.5477970578223447
ISIC_0068106,0.5477970578223447
ISIC_1389141,0.5477970578223447
ISIC_0010360,0.5409891226224842
ISIC_0014088,0.5330809734073324
ISIC_0033186,0.5330809734073324
ISIC_0068184,0.5330809734073324
ISIC_4534608,0.5330809734073324
ISIC_0016082,0.5318057436739383
ISIC_0011895,0.5305776906612933
ISIC_0059264,0.5305776906612933
ISIC_1650523,0.5305776906612933
ISIC_7077047,0.5305776906612933
ISIC_0033059,0.5292213191044003
ISIC_0000310,0.5218998270855894
ISIC_0011032,0.5198649550068477
ISIC_0028328,0.5133481308361123
ISIC_0060452,0.5096594236105741
ISIC_0064298,0.4968914460459631
ISIC_0068015,0.4875833818206254
ISIC_6808543,0.48332241086569505
ISIC_7233368,0.4771037581542227
ISIC_0012054,0.463352877201615
ISIC_0011949,0.4599969703549261
ISIC_4505178,0.45956171073635455
ISIC_5300774,0.4569500350132638
ISIC_0011697,0.45644544155798866
ISIC_0031883,0.4535673120722901
ISIC_6033222,0.4489112630770399
ISIC_0033392,0.4387554914373124
ISIC_9544832,0.4322867609311296
ISIC_2603420,0.4299033184064443
ISIC_0070463,0.42863860497659834
ISIC_0055140,0.42707168992788275
ISIC_0060154,0.42537157134957365
ISIC_0010962,0.4226304076137067
ISIC_0010235,0.41486046513570995
ISIC_0011508,0.41486046513570995
ISIC_0025018,0.41486046513570995
ISIC_0027867,0.41486046513570995
ISIC_0029453,0.41486046513570995
ISIC_0031015,0.41486046513570995
ISIC_0032917,0.41486046513570995
ISIC_0055931,0.41486046513570995
ISIC_0056957,0.41486046513570995
ISIC_0061184,0.41486046513570995
ISIC_0061829,0.41486046513570995
ISIC_0072564,0.41486046513570995
ISIC_0170101,0.41486046513570995
ISIC_3094758,0.41486046513570995
ISIC_3568218,0.41486046513570995
ISIC_3701563,0.41486046513570995
ISIC_6642608,0.41486046513570995
ISIC_8263489,0.41486046513570995
ISIC_0000163,0.410995207726403
ISIC_0010718,0.410995207726403
ISIC_0024796,0.410995207726403
ISIC_0025357,0.410995207726403
ISIC_0027590,0.410995207726403
ISIC_0028534,0.410995207726403
ISIC_0032970,0.410995207726403
ISIC_0033278,0.410995207726403
ISIC_0034243,0.410995207726403
ISIC_0064936,0.410995207726403
ISIC_0069633,0.410995207726403
ISIC_0072559,0.410995207726403
ISIC_2259861,0.410995207726403
ISIC_3545622,0.410995207726403
ISIC_5821131,0.410995207726403
ISIC_3552245,0.4094730789827491
ISIC_0013651,0.40749609559060623
ISIC_0033830,0.40749609559060623
ISIC_0070387,0.40749609559060623
ISIC_9529297,0.40749609559060623
ISIC_7980339,0.4069412097396104
ISIC_0027102,0.403680042322149
ISIC_0055550,0.4031350234029891
ISIC_4765919,0.4031350234029891
ISIC_0055498,0.40287799213226805
ISIC_0015390,0.40221544154032407
ISIC_0011546,0.39883187938228704
ISIC_0015208,0.39883187938228704
ISIC_0062525,0.39817512528935983
ISIC_0067253,0.39817512528935983
ISIC_1576437,0.39817512528935983
ISIC_0000166,0.3911884748659691
ISIC_0010900,0.3911884748659691
ISIC_0032320,0.3911884748659691
ISIC_0061441,0.3911884748659691
ISIC_0064344,0.3911884748659691
ISIC_0072157,0.3911884748659691
ISIC_0753112,0.3911884748659691
ISIC_1334038,0.3911884748659691
ISIC_1499915,0.3911884748659691
ISIC_1939413,0.3911884748659691
ISIC_4958578,0.3911884748659691
ISIC_5476770,0.3911884748659691
ISIC_5623844,0.3911884748659691
ISIC_8781751,0.3911884748659691
ISIC_0001140,0.38738346454980427
ISIC_0028472,0.38738346454980427
ISIC_0029050,0.38738346454980427
ISIC_0032586,0.38738346454980427
ISIC_0032782,0.38738346454980427
ISIC_0054705,0.38738346454980427
ISIC_0054886,0.38738346454980427
ISIC_0057016,0.38738346454980427
ISIC_0069370,0.38738346454980427
ISIC_0069668,0.38738346454980427
ISIC_0072953,0.38738346454980427
ISIC_0074311,0.38738346454980427
ISIC_1120654,0.38738346454980427
ISIC_1496194,0.38738346454980427
ISIC_1761799,0.38738346454980427
ISIC_4482610,0.38738346454980427
ISIC_7108282,0.38738346454980427
ISIC_7162711,0.38738346454980427
ISIC_7484771,0.38738346454980427
ISIC_7960321,0.38738346454980427
ISIC_0034133,0.383929129507657
ISIC_0061624,0.383929129507657
ISIC_2054066,0.3833834007564161
ISIC_0031248,0.38244765390420643
ISIC_0000145,0.38018099306569
ISIC_0057487,0.37964560144918974
ISIC_4170698,0.37964560144918974
ISIC_0064034,0.37814406931440675
ISIC_0032630,0.3767858185441836
ISIC_0071947,0.37432034847289775
ISIC_0922552,0.3741934935049072
ISIC_5005869,0.37027310708794897
ISIC_4298761,0.36849341756968873
ISIC_0029571,0.3676623490228094
ISIC_1210565,0.3676623490228094
ISIC_3447331,0.3674040735617463
ISIC_5564757,0.35022491593343075
ISIC_0026619,0.35013295953333085
ISIC_0030106,0.35013295953333085
ISIC_0000058,0.3484338191899235
ISIC_0000087,0.3484338191899235
ISIC_0000139,0.3484338191899235
ISIC_0000144,0.3484338191899235
ISIC_0000148,0.3484338191899235
ISIC_0000168,0.3484338191899235
ISIC_0000174,0.3484338191899235
ISIC_0000179,0.3484338191899235
ISIC_0000274,0.3484338191899235
ISIC_0000291,0.3484338191899235
ISIC_0000292,0.3484338191899235
ISIC_0000313,0.3484338191899235
ISIC_0000371,0.3484338191899235
ISIC_0000411,0.3484338191899235
ISIC_0000414,0.3484338191899235
ISIC_0000452,0.3484338191899235
ISIC_0001102,0.3484338191899235
ISIC_0001129,0.3484338191899235
ISIC_0009880,0.3484338191899235
ISIC_0010131,0.3484338191899235
ISIC_0010174,0.3484338191899235
ISIC_0010319,0.3484338191899235
ISIC_0010442,0.3484338191899235
ISIC_0010523,0.3484338191899235
ISIC_0010546,0.3484338191899235
ISIC_0010648,0.3484338191899235
ISIC_0010869,0.3484338191899235
ISIC_0010901,0.3484338191899235
ISIC_0010942,0.3484338191899235
ISIC_0010995,0.3484338191899235
ISIC_0011099,0.3484338191899235
ISIC_0011269,0.3484338191899235
ISIC_0011289,0.3484338191899235
ISIC_0011356,0.3484338191899235
ISIC_0011369,0.3484338191899235
ISIC_0011446,0.3484338191899235
ISIC_0011458,0.3484338191899235
ISIC_0011521,0.3484338191899235
ISIC_0011531,0.3484338191899235
ISIC_0011715,0.3484338191899235
ISIC_0011870,0.3484338191899235
ISIC_0011984,0.3484338191899235
ISIC_0012047,0.3484338191899235
ISIC_0012048,0.3484338191899235
ISIC_0012512,0.3484338191899235
ISIC_0013277,0.3484338191899235
ISIC_0013473,0.3484338191899235
ISIC_0013740,0.3484338191899235
ISIC_0013865,0.3484338191899235
ISIC_0014349,0.3484338191899235
ISIC_0015189,0.3484338191899235
ISIC_0015193,0.3484338191899235
ISIC_0015250,0.3484338191899235
ISIC_0016103,0.3484338191899235
ISIC_0016114,0.3484338191899235
ISIC_0021713,0.3484338191899235
ISIC_0021901,0.3484338191899235
ISIC_0024529,0.3484338191899235
ISIC_0024545,0.3484338191899235
ISIC_0024756,0.3484338191899235
ISIC_0024911,0.3484338191899235
ISIC_0025081,0.3484338191899235
ISIC_0025093,0.3484338191899235
ISIC_0025217,0.3484338191899235
ISIC_0025303,0.3484338191899235
ISIC_0025418,0.3484338191899235
ISIC_0025499,0.3484338191899235
ISIC_0025571,0.3484338191899235
ISIC_0025683,0.3484338191899235
ISIC_0025757,0.3484338191899235
ISIC_0025832,0.3484338191899235
ISIC_0025900,0.3484338191899235
ISIC_0026204,0.3484338191899235
ISIC_0026548,0.3484338191899235
ISIC_0026659,0.3484338191899235
ISIC_0027033,0.3484338191899235
ISIC_0027149,0.3484338191899235
ISIC_0027306,0.3484338191899235
ISIC_0027822,0.3484338191899235
ISIC_0028009,0.3484338191899235
ISIC_0028109,0.3484338191899235
ISIC_0028152,0.3484338191899235
ISIC_0028297,0.3484338191899235
ISIC_0028352,0.3484338191899235
ISIC_0028361,0.3484338191899235
ISIC_0028444,0.3484338191899235
ISIC_0028883,0.3484338191899235
ISIC_0028886,0.3484338191899235
ISIC_0028944,0.3484338191899235
ISIC_0029112,0.3484338191899235
ISIC_0029405,0.3484338191899235
ISIC_0029593,0.3484338191899235
ISIC_0029729,0.3484338191899235
ISIC_0029740,0.3484338191899235
ISIC_0029970,0.3484338191899235
ISIC_0030029,0.3484338191899235
ISIC_0030281,0.3484338191899235
ISIC_0030336,0.3484338191899235
ISIC_0030784,0.3484338191899235
ISIC_0030845,0.3484338191899235
ISIC_0030974,0.3484338191899235
ISIC_0031096,0.3484338191899235
ISIC_0031214,0.3484338191899235
ISIC_0031494,0.3484338191899235
ISIC_0031589,0.3484338191899235
ISIC_0031985,0.3484338191899235
ISIC_0031997,0.3484338191899235
ISIC_0032047,0.3484338191899235
ISIC_0032272,0.3484338191899235
ISIC_0032447,0.3484338191899235
ISIC_0032462,0.3484338191899235
ISIC_0032540,0.3484338191899235
ISIC_0032610,0.3484338191899235
ISIC_0032638,0.3484338191899235
ISIC_0032685,0.3484338191899235
ISIC_0032747,0.3484338191899235
ISIC_0032913,0.3484338191899235
ISIC_0032960,0.3484338191899235
ISIC_0032981,0.3484338191899235
ISIC_0033229,0.3484338191899235
ISIC_0033238,0.3484338191899235
ISIC_0033279,0.3484338191899235
ISIC_0033341,0.3484338191899235
ISIC_0033374,0.3484338191899235
ISIC_0033393,0.3484338191899235
ISIC_0033399,0.3484338191899235
ISIC_0033463,0.3484338191899235
ISIC_0033549,0.3484338191899235
ISIC_0033561,0.3484338191899235
ISIC_0033570,0.3484338191899235
ISIC_0033603,0.3484338191899235
ISIC_0033612,0.3484338191899235
ISIC_0033643,0.3484338191899235
ISIC_0033696,0.3484338191899235
ISIC_0033831,0.3484338191899235
ISIC_0033957,0.3484338191899235
ISIC_0034000,0.3484338191899235
ISIC_0034059,0.3484338191899235
ISIC_0034074,0.3484338191899235
ISIC_0034207,0.3484338191899235
ISIC_0034263,0.3484338191899235
ISIC_0046222,0.3484338191899235
ISIC_0046345,0.3484338191899235
ISIC_0046504,0.3484338191899235
ISIC_0046908,0.3484338191899235
ISIC_0053686,0.3484338191899235
ISIC_0053810,0.3484338191899235
ISIC_0054480,0.3484338191899235
ISIC_0054651,0.3484338191899235
ISIC_0054874,0.3484338191899235
ISIC_0054914,0.3484338191899235
ISIC_0055039,0.3484338191899235
ISIC_0055265,0.3484338191899235
ISIC_0055393,0.3484338191899235
ISIC_0055701,0.3484338191899235
ISIC_0055742,0.3484338191899235
ISIC_0055887,0.3484338191899235
ISIC_0056089,0.3484338191899235
ISIC_0056326,0.3484338191899235
ISIC_0056444,0.3484338191899235
ISIC_0056793,0.3484338191899235
ISIC_0056902,0.3484338191899235
ISIC_0056921,0.3484338191899235
ISIC_0057344,0.3484338191899235
ISIC_0057484,0.3484338191899235
ISIC_0057518,0.3484338191899235
ISIC_0057594,0.3484338191899235
ISIC_0057617,0.3484338191899235
ISIC_0057716,0.3484338191899235
ISIC_0057753,0.3484338191899235
ISIC_0057821,0.3484338191899235
ISIC_0058040,0.3484338191899235
ISIC_0058079,0.3484338191899235
ISIC_0058158,0.3484338191899235
ISIC_0058303,0.3484338191899235
ISIC_0058315,0.3484338191899235
ISIC_0058496,0.3484338191899235
ISIC_0059082,0.3484338191899235
ISIC_0059216,0.3484338191899235
ISIC_0059314,0.3484338191899235
ISIC_0059897,0.3484338191899235
ISIC_0060266,0.3484338191899235
ISIC_0060386,0.3484338191899235
ISIC_0060585,0.3484338191899235
